step,mean,median,p90,p99,max
0,4.277473306757429e-05,3.4783519367920235e-05,7.839664540369994e-05,0.0001469011777953712,0.0002103386214002967
100,0.00010391059294079241,8.173266178346239e-05,0.00019014947320101784,0.00043854341376572937,0.0006642676307819784
200,7.487736573352777e-05,6.119394856796134e-05,0.00011776167011703364,0.0003091770698665646,0.00043499405728653073
300,9.041375126628282e-05,6.797312016715296e-05,0.0001499185789725743,0.0004747513346956122,0.0005605422193184495
400,5.182869200126561e-05,4.046852336614393e-05,9.379914772580376e-05,0.00020938353394740305,0.00037386378971859813
500,4.0703795896490647e-05,3.275309063610621e-05,6.566006559296509e-05,0.00016821288343635415,0.00030492187943309546
600,4.6700297396284896e-05,3.681035195768345e-05,7.855883159209043e-05,0.00015522790701652436,0.00044986791908741
700,4.5729470315336584e-05,3.579903750505764e-05,8.344947127625346e-05,0.0002225265810557181,0.0003163502842653543
800,4.384238334864676e-05,3.3424008506699465e-05,7.057259499561039e-05,0.00022039688221411793,0.0002701651828829199
900,4.193498460125511e-05,3.1586016120854765e-05,7.57021211029496e-05,0.00016326029770425549,0.00036509562050923705
1000,5.084086012629996e-05,3.268954606028274e-05,9.659205970820038e-05,0.00019397596639464615,0.000577364640776068
1100,3.9839311028799784e-05,3.155199192406144e-05,6.37931443634443e-05,0.0001906051675177882,0.00028225546702742577
1200,5.1892660479779806e-05,3.8543244954780675e-05,0.00010987017449224367,0.00027813650565804,0.00037383788730949163
1300,4.6067932302662484e-05,3.780437691602856e-05,7.771363816573284e-05,0.0001535181271901821,0.0002579310385044664
1400,4.5456452632208766e-05,3.693211510835681e-05,7.23583492799662e-05,0.0002103205115417954,0.0002611405507195741
1500,5.108014109111991e-05,3.915138586307876e-05,8.732405549380929e-05,0.0001852442213566975,0.00034347432665526867
1600,3.77124917463334e-05,3.147033385175746e-05,6.193823865032754e-05,0.00015532616132986755,0.00021341476531233639
1700,4.044670043157339e-05,3.5676670449902304e-05,6.415236784960142e-05,0.00015414618697832353,0.00022279663244262338
1800,4.294034068408337e-05,3.5135733924107626e-05,7.565355554106645e-05,0.0001766141963889825,0.0002532587677706033
1900,3.425385745714493e-05,2.8580264370248187e-05,5.3349984591477536e-05,0.00014330441037600425,0.00016694543592166156
2000,5.3264470025737864e-05,3.9386452044709586e-05,9.013391900225541e-05,0.0002151532768039036,0.000530626333784312
2100,4.467221619819384e-05,3.500900857034139e-05,7.689792691962793e-05,0.00021476788155268918,0.0002572622324805707
2200,4.416058958867097e-05,3.3530499422340654e-05,7.964118703966959e-05,0.0001901274835108782,0.0002445387945044786
2300,4.331382091748992e-05,3.238720819354057e-05,7.187105802586301e-05,0.00021815672866068824,0.00036497230757959187
2400,4.4505072466449747e-05,3.627791193139274e-05,7.486893009627237e-05,0.00018547160158050274,0.0003037763817701489
2500,6.208586206923883e-05,4.235470078128856e-05,0.00010384400229668245,0.00023957204743055657,0.0006625147070735693
2600,5.382005106469023e-05,3.8703303289366886e-05,9.500648666289633e-05,0.00021036909878603213,0.00045226860675029457
2700,4.451833662244553e-05,3.612080581660848e-05,7.462881840183398e-05,0.00021078018922708028,0.0002864508132915944
2800,4.7808369743052026e-05,3.743885645235423e-05,8.335989987244828e-05,0.0001865169289521876,0.0004519148205872625
2900,4.189514373820202e-05,3.1662933906773105e-05,7.11467619112227e-05,0.0001654896794934758,0.00032617925899103284
3000,4.5216791917823684e-05,3.482667307252996e-05,7.232805219246074e-05,0.00023387380395433914,0.0002723550423979759
3100,4.232925601854731e-05,3.327570084366016e-05,6.78298580169212e-05,0.00019221061986172594,0.00025132563314400613
3200,4.9686283276173526e-05,3.645353172032628e-05,8.553899970138444e-05,0.00023859378285124005,0.00031822037999518216
3300,4.115367861601271e-05,3.252044007240329e-05,6.722093312419019e-05,0.00018173139265854871,0.00027435674564912915
3400,4.697132339259724e-05,3.774856486415956e-05,7.920453062979505e-05,0.0002043887104082391,0.00030264665838330984
3500,4.564668736861677e-05,3.463917528279126e-05,7.625590660609304e-05,0.00017531049496028603,0.0004763975739479065
3600,5.3280310908121464e-05,4.1514171243761666e-05,9.46549407672137e-05,0.0002485470465035184,0.0002943397266790271
3700,4.556341734485159e-05,3.386756361578591e-05,7.521616425947284e-05,0.00018737750768195867,0.0003410826902836561
3800,4.321048851352316e-05,3.6055391319678165e-05,6.288814183790236e-05,0.00017915649761562254,0.00031621239031665027
3900,5.250593733308051e-05,4.073530908499379e-05,8.352141012437641e-05,0.00025258275403757614,0.00038504699477925897
4000,4.730557262178081e-05,3.6305791581980884e-05,7.460624037776141e-05,0.0002288339732331229,0.00047818518942222
4100,4.794577255040622e-05,3.932926483685151e-05,8.241153045673855e-05,0.00018975004830281282,0.00027824583230540156
4200,4.5087017412015484e-05,3.455604564805981e-05,8.063634886639192e-05,0.00023299811829929296,0.0003277562791481614
4300,5.523752950864491e-05,4.1714672988746315e-05,9.319611635874025e-05,0.0003508947062073282,0.00047557003563269973
4400,4.313675771072667e-05,3.417206426092889e-05,7.065852332743815e-05,0.00015760441012389515,0.0004281301226001233
