step,mean,median,p90,p99,max
0,1.0992855547105987e-05,8.104097560135415e-06,2.093158873321954e-05,5.1777078479062756e-05,0.00028779852436855435
100,4.5757689666683486e-05,4.201986848784145e-05,7.277581607922912e-05,0.00012353969737887382,0.0003674491308629513
200,4.6070615347746835e-05,4.188602360954974e-05,7.474625090253538e-05,0.00012505292819696458,0.00021487138292286545
300,4.595010042058633e-05,4.177974733465817e-05,7.49521146644838e-05,0.00012486409454140807,0.0005183839821256697
400,2.3781488966534425e-05,2.1489273422048427e-05,3.9366825149045326e-05,6.641680556640493e-05,0.00015775574138388038
500,2.4212317740173417e-05,2.1910386749368627e-05,4.085684558958746e-05,7.302487349079454e-05,0.0003678114735521376
600,2.294212653985994e-05,2.0931482140440494e-05,3.7518467797781335e-05,6.385573899024159e-05,0.00015950275701470673
700,2.322804979471016e-05,2.1281607587297913e-05,3.6904071748722345e-05,6.217644200660285e-05,0.00014950688637327403
800,2.181001111912831e-05,1.9600074665504508e-05,3.668607860163319e-05,6.589546290342679e-05,0.00016614609921816736
900,2.2967506541071714e-05,2.090776979457587e-05,3.7974551742081526e-05,6.471048058301676e-05,0.000197344328626059
1000,2.3886753335685508e-05,2.1866883798793424e-05,3.934953492716885e-05,6.80164009099826e-05,0.00012950734526384622
1100,2.3790448345036675e-05,2.1676467440556735e-05,3.975141335104126e-05,6.557932669238648e-05,0.0001410793192917481
1200,2.31720702299604e-05,2.1105411178723443e-05,3.862662160827313e-05,6.811165418184826e-05,0.0001247747422894463
1300,2.471709042506376e-05,2.2209510461834725e-05,4.151186258241069e-05,7.06837057805387e-05,0.00012442465231288224
1400,2.3783853109006858e-05,2.1740310330642387e-05,3.8864608359290284e-05,6.581034038390494e-05,0.0001309598737861961
1500,2.326670273511411e-05,2.1145395294297487e-05,3.839980236080009e-05,6.790247804019596e-05,0.00026783064822666347
1600,2.376916666555367e-05,2.1103683138790075e-05,4.035776837554294e-05,7.066458449116905e-05,0.00018922679009847343
1700,2.2782842041660512e-05,2.0710544049507007e-05,3.746412294276524e-05,6.450355802371625e-05,0.0001019044648273848
1800,2.3784734081027337e-05,2.2041553165763617e-05,3.856432340398896e-05,6.697105767671019e-05,0.00017425276746507734
1900,2.4512478627289774e-05,2.245542964374181e-05,3.974130668211728e-05,7.093411259120316e-05,0.00014953983190935105
2000,2.5006706219708375e-05,2.2400377929443493e-05,4.212991698295809e-05,7.380965740594541e-05,0.00014488377200905234
2100,2.3723993731855924e-05,2.139475600415608e-05,3.9907660539029163e-05,6.989501998759806e-05,0.00015691832231823355
2200,2.4883345818609526e-05,2.248334658361273e-05,4.0932843330665494e-05,7.172070123488079e-05,0.00018134117999579757
2300,2.3194124216573935e-05,2.114040034939535e-05,3.8589548057643694e-05,6.48242708848556e-05,0.00011914533388335258
2400,2.484123069875017e-05,2.277969088027021e-05,4.031766402476933e-05,6.577228756214026e-05,0.00014171432121656835
2500,2.4226710253646832e-05,2.2225742213777266e-05,4.0019408697844486e-05,6.771313288481905e-05,0.00020350588602013886
2600,2.5241695037539625e-05,2.3340898223978e-05,4.094701362191699e-05,6.962488187127746e-05,0.00015300653467420489
2700,2.4555490146828762e-05,2.205256441811798e-05,4.0514924330636844e-05,7.147902360884472e-05,0.00026347136008553207
2800,2.3604989951692428e-05,2.1235973690636456e-05,3.9841754551162e-05,6.610277014260645e-05,0.00016289587074425071
2900,2.4074240200969887e-05,2.2152333258418366e-05,3.922797950508538e-05,6.436539428250393e-05,0.00012302090181037784
