step,mean,median,p90,p99,max
0,1.83775140898084e-05,1.7391875189787243e-05,2.839504122675862e-05,4.082265622855629e-05,6.287464202614501e-05
100,5.1763431080027135e-05,5.0163389460067265e-05,6.673732787021436e-05,8.822046365821734e-05,0.00014224123151507229
200,5.1590963847404835e-05,5.004508602723945e-05,6.755482900189236e-05,8.850634221744254e-05,0.00011977469694102183
300,5.2013785873685136e-05,5.00026872032322e-05,6.625312016694807e-05,8.66906164446845e-05,0.00017746792582329363
400,2.723248078646228e-05,2.645473159645917e-05,3.490014023554977e-05,4.804221280210184e-05,9.07440044102259e-05
500,2.7909731932546883e-05,2.6602215257298667e-05,3.760840627364814e-05,5.1802558664348875e-05,7.033174915704876e-05
600,2.623672338180378e-05,2.5745806851773523e-05,3.31066912622191e-05,4.1891967885021576e-05,8.386544504901394e-05
700,2.5850667872719312e-05,2.515466167096747e-05,3.227495835744776e-05,4.311315296945394e-05,7.299546268768609e-05
800,2.500788240666907e-05,2.405385657766601e-05,3.2591809940640815e-05,4.2712787944765276e-05,6.803181167924777e-05
900,2.6283805176774422e-05,2.5417785764147993e-05,3.410529097891413e-05,4.480480492929928e-05,8.283245551865548e-05
1000,2.7824478143502673e-05,2.723805755522335e-05,3.570472290448379e-05,4.5623022379004384e-05,8.503405842930079e-05
1100,2.6926777638079458e-05,2.6295405405107886e-05,3.473929245956242e-05,4.763574670505471e-05,6.556652806466445e-05
1200,2.5537664128145415e-05,2.4869429580576252e-05,3.266689236625098e-05,4.3021424789912935e-05,0.0001013657747535035
1300,2.792973941824682e-05,2.7096176381746773e-05,3.547995402186643e-05,4.670727248594627e-05,6.474493420682847e-05
1400,2.6256187018093768e-05,2.583270543254912e-05,3.222422310500406e-05,4.461395274120145e-05,7.20768075552769e-05
1500,2.6517752104382453e-05,2.586069422250148e-05,3.3340422305627726e-05,4.727287487185094e-05,8.072001219261438e-05
1600,2.5887146152164015e-05,2.537659111112589e-05,3.262016616645269e-05,4.250351703376505e-05,7.705805910518393e-05
1700,2.609983794599202e-05,2.506273813196458e-05,3.331498555780854e-05,4.836972893826896e-05,6.613418372580782e-05
1800,2.716349617060132e-05,2.6809610972122755e-05,3.38790996465832e-05,4.267581480235094e-05,7.584551349282265e-05
1900,2.7048447209259458e-05,2.6174795493716374e-05,3.453909266681876e-05,4.660243557736976e-05,7.276391261257231e-05
2000,2.8614292916578116e-05,2.810196929203812e-05,3.583663965400774e-05,4.6851549632265186e-05,7.412488048430532e-05
2100,2.6382479003724973e-05,2.5615030608605593e-05,3.285994898760691e-05,4.819027999474201e-05,7.845000072848052e-05
2200,2.761022935260371e-05,2.706610302993795e-05,3.502878826111555e-05,4.65710716525791e-05,9.161767229670659e-05
2300,2.715247670538799e-05,2.6293574592273217e-05,3.518315133987926e-05,4.658081998059057e-05,0.00011090641055488959
2400,2.7646673118957616e-05,2.720426800806308e-05,3.460164225543849e-05,4.554472761810756e-05,7.124686089809984e-05
2500,2.7333405484902024e-05,2.670474259502953e-05,3.380437374289613e-05,4.480208481254509e-05,8.69190989760682e-05
2600,2.7894468025075575e-05,2.719010899454588e-05,3.508804729790427e-05,4.8500364937353875e-05,5.908550156163983e-05
2700,2.7816626599579714e-05,2.68891481027822e-05,3.4842703826143406e-05,5.021259748900761e-05,9.32017428567633e-05
2800,2.6676346146408442e-05,2.5976934011850972e-05,3.3429470931878313e-05,4.4727455497195464e-05,6.954727723496035e-05
2900,2.722612682910202e-05,2.644913547555916e-05,3.445489710429683e-05,4.5576768388855255e-05,6.262863462325186e-05
3000,2.850623784565544e-05,2.768638114503119e-05,3.670845762826502e-05,5.0174658645119033e-05,8.913940837373957e-05
3100,2.878104619798348e-05,2.7986241548205726e-05,3.6634310163208283e-05,4.940376929880572e-05,0.00010331295197829604
3200,2.6576400808307555e-05,2.5939863007806707e-05,3.3085989343817346e-05,4.4082356362196136e-05,7.05879065208137e-05
3300,2.7757808278952973e-05,2.7067747396358754e-05,3.4945922379847616e-05,4.6452124479401255e-05,9.159446926787496e-05
3400,2.8040621263666514e-05,2.7501731892698444e-05,3.506090070004575e-05,4.336036781751313e-05,7.396708679152653e-05
3500,2.759981533679528e-05,2.6924168196273968e-05,3.450189979048446e-05,4.6409496462729226e-05,0.00010069758718600497
3600,2.8195847212332736e-05,2.7649884941638447e-05,3.536909025569912e-05,4.7970146806619565e-05,9.376610250910744e-05
3700,2.7518411688528692e-05,2.6905801860266365e-05,3.4243135814904235e-05,4.638135833374685e-05,6.0244434280321e-05
3800,2.8401433380866236e-05,2.8113766347814817e-05,3.510858732624911e-05,4.6335725710378024e-05,0.00010866306547541171
3900,2.682872725452106e-05,2.6237720703647938e-05,3.345476579852402e-05,4.2150401532126025e-05,7.237558020278811e-05
4000,2.8363362280815962e-05,2.7427470740803983e-05,3.574586662580259e-05,4.731995650217864e-05,8.019642700674012e-05
4100,2.8655318425917032e-05,2.8241067411727272e-05,3.553291935531888e-05,4.5144270552555084e-05,9.150044934358448e-05
4200,2.813982998515842e-05,2.7261181458015926e-05,3.6077532058698125e-05,4.763566503243054e-05,7.423794886562973e-05
4300,2.8199349719061827e-05,2.751640658971155e-05,3.54889143636683e-05,4.9758510795072614e-05,7.444006769219413e-05
4400,2.7599654915531702e-05,2.6692378014558926e-05,3.4705248253885657e-05,4.6858215864631194e-05,7.330417429329827e-05
4500,2.9434870026331543e-05,2.8847777684859466e-05,3.6918872865499e-05,4.814761596207968e-05,9.110819519264624e-05
4600,2.7913743165543436e-05,2.7407330890127923e-05,3.457185266597662e-05,4.740183248941314e-05,7.38029193598777e-05
4700,2.9502985543875377e-05,2.8615726478165016e-05,3.721473694895394e-05,4.843953811359812e-05,9.260600199922919e-05
4800,2.7855396621946837e-05,2.735238285822561e-05,3.471611671557184e-05,4.784577577083834e-05,7.098763308022171e-05
4900,2.8458004416214472e-05,2.8013941118842922e-05,3.549114626366645e-05,4.575263010337948e-05,9.250098810298368e-05
5000,2.8434495698702123e-05,2.7889604098163545e-05,3.5111279430566356e-05,4.7404732686118207e-05,7.973337778821588e-05
5100,2.919022598340299e-05,2.880165629903786e-05,3.5639386624097824e-05,4.3726612057071144e-05,0.0001162718326668255
5200,2.730789842380383e-05,2.662531187525019e-05,3.403216032893397e-05,4.4822614472650393e-05,7.235222437884659e-05
