step,mean,median,p90,p99,max
0,2.413760019465932e-05,1.6808583495731e-05,4.49679464509245e-05,0.00013287649999256217,0.00032246107002720237
100,9.103784811717983e-05,7.30196297809016e-05,0.00016011723346309736,0.0003292253080871886,0.0007552739116363227
200,8.846601018319689e-05,7.118183930288069e-05,0.00015947779320413247,0.0003348212296259586,0.0007696595857851207
300,9.376068127916628e-05,7.653528518858366e-05,0.00016344725736416876,0.000330500146083068,0.0007755269180051982
400,4.8319831180318064e-05,3.8713107642252e-05,8.675715798744932e-05,0.00016365648771170493,0.000403031415771693
500,4.7400362517078876e-05,3.732390541699715e-05,8.558248373446986e-05,0.000185757654253393,0.00043538169120438397
600,4.536295230802726e-05,3.6633340641856194e-05,8.106851601041853e-05,0.00016291794963763093,0.00034587684785947204
700,4.5352781672391984e-05,3.703080255945679e-05,7.872804053477012e-05,0.00016310960709233765,0.00036897516110911965
800,4.640814554792071e-05,3.664374344225507e-05,8.282778799184598e-05,0.00017414251124137076,0.000386170344427228
900,4.781489796863119e-05,3.816044772975147e-05,8.330843047588132e-05,0.00017143947698059484,0.0003787148743867874
1000,5.027345953934059e-05,4.033033110317774e-05,8.927561066229828e-05,0.00018156032529077486,0.0003881736774928868
1100,4.729178383452596e-05,3.7355534004746005e-05,8.547249308321625e-05,0.00017192012310260905,0.0004015637678094208
1200,4.582943987279415e-05,3.673878018162213e-05,8.057050945353694e-05,0.0001683330629020928,0.0003736307262443006
1300,4.6778532162505826e-05,3.675734296848532e-05,8.627185161458328e-05,0.00017242703397641875,0.0003894608234986663
1400,4.487449717873103e-05,3.573542016965803e-05,8.447898653685115e-05,0.00015503355170949342,0.00035146158188581467
1500,4.7730215886839945e-05,3.93228983739391e-05,8.432006507064216e-05,0.0001657255037571302,0.0003832912479992956
1600,4.58232440827544e-05,3.696385829243809e-05,8.259295645984821e-05,0.0001653585495660081,0.0003839550190605223
1700,4.592629958872456e-05,3.649555947049521e-05,8.243534830398858e-05,0.00017277352089877234,0.0004164993588346988
