step,mean,median,p90,p99,max
0,1.3263758535123801e-05,8.962097581388662e-06,2.7798002156487195e-05,6.608600997424218e-05,0.000283654808299616
100,3.655494779820108e-05,3.2655098038958386e-05,6.137801174190826e-05,0.00010795096932270096,0.00026147966855205595
200,3.5684955186261236e-05,3.182119871780742e-05,5.9799763766932296e-05,0.00010305573479854461,0.00024209778348449618
300,3.636677009021202e-05,3.175445453962311e-05,6.0770672644139263e-05,0.00011875591037096455,0.0002549200435169041
400,1.8540704328367197e-05,1.6609391423116904e-05,3.116053485427983e-05,5.5171209351101387e-05,0.00013615623174700886
500,1.7792741865687695e-05,1.5809157048352063e-05,3.0210354088922026e-05,5.571769994276106e-05,0.00011180675210198388
600,1.8243920773676263e-05,1.6092775695142336e-05,3.104378265561536e-05,5.9612287404888765e-05,0.00019314142991788685
700,1.933698921888362e-05,1.7167935766337905e-05,3.2019253558246413e-05,5.9824818345077787e-05,0.0002181743475375697
800,1.7293242962956867e-05,1.51171266224992e-05,2.9742151491518597e-05,5.334843619493767e-05,0.00013901629426982254
900,1.775952823052388e-05,1.5543982954113744e-05,3.052861065953038e-05,6.0108561665401716e-05,0.00011181899753864855
1000,1.8669398486153827e-05,1.641932067286689e-05,3.155874182994012e-05,5.933872886089371e-05,0.00019347452325746417
1100,1.8229308470869915e-05,1.6525466890016105e-05,3.099433706665877e-05,5.5805858937674165e-05,0.00011498546518851072
1200,1.748420181150354e-05,1.5285272638720926e-05,2.9405540044535882e-05,5.632209082250465e-05,0.00015088063082657754
1300,1.8592643304481344e-05,1.6763923667895142e-05,3.04257631796645e-05,5.6274818416568447e-05,0.00016683933790773153
1400,1.9855713042451017e-05,1.7649875189817976e-05,3.2874005773919636e-05,6.0020024247933175e-05,0.0002158350544050336
1500,1.873693396147122e-05,1.6468572539451998e-05,3.196243378624785e-05,5.998763062962096e-05,0.0001393834681948647
1600,1.8334621527858386e-05,1.6198519006138667e-05,3.109602257609367e-05,5.9746669103333246e-05,0.00015102761972229928
1700,1.805369665492706e-05,1.597176833456615e-05,3.052668180316687e-05,5.538381792575819e-05,0.00010483658115845174
1800,1.9494226409075715e-05,1.740542666084366e-05,3.2730882958276196e-05,5.876832405192544e-05,0.00014013488544151187
1900,1.8218972568256593e-05,1.6471346498292405e-05,2.989962467836449e-05,5.5480104565504005e-05,0.00012176360178273171
2000,1.9970101827164393e-05,1.7624241991143208e-05,3.3716418693074955e-05,6.560571506270205e-05,0.00024981642491184175
2100,1.8418833776074078e-05,1.6740624232625123e-05,3.083286610490176e-05,5.807210211060008e-05,0.00011158724373672158
2200,1.986029335537528e-05,1.777628312993329e-05,3.325388934172224e-05,6.136087460617994e-05,0.00014993282093200833
2300,1.8885091374218782e-05,1.6534017959202174e-05,3.1891368416836484e-05,6.224744516657665e-05,0.00019687738677021116
2400,1.9423507312719018e-05,1.7326075976598077e-05,3.235225121898111e-05,5.819657770189223e-05,0.00012437868281267583
2500,1.9613460144381857e-05,1.7217786989931483e-05,3.2457215274916956e-05,6.96290750056505e-05,0.0002795769541990012
2600,2.0058316056068442e-05,1.7850329641078133e-05,3.371897400938905e-05,6.04064184153685e-05,0.00012109049566788599
2700,1.960323267895759e-05,1.7009692783176433e-05,3.3432383133913384e-05,6.44062412902712e-05,0.00012538630107883364
