step,mean,median,p90,p99,max
0,1.2407167400141361e-05,1.0142321116290987e-05,2.374666855757823e-05,3.8538552107638697e-05,5.8340436225989833e-05
100,9.112041163916729e-05,7.924996680230834e-05,0.00014975278754718598,0.0003362436674069614,0.0003483739565126598
200,7.321120860126484e-05,6.051160744391382e-05,0.000114405474596424,0.00024196325510274637,0.00029667594935745
300,7.965879134985698e-05,6.607465547858737e-05,0.00013670276675838977,0.00022216847297386278,0.00032432121224701405
400,3.801460339758478e-05,3.146163908240851e-05,6.146916020952629e-05,0.00013103454606607558,0.00016849495295900851
500,3.8521353381781864e-05,3.3970194635912776e-05,6.418964403565042e-05,0.00011036826988856775,0.00020662799943238497
600,4.03479933410722e-05,3.4429463994456455e-05,6.320533793768845e-05,0.00012271683408471293,0.0001502427621744573
700,4.12086133181333e-05,3.744124842341989e-05,6.348485621856525e-05,0.0001284021016908811,0.00017485143325757235
800,3.8427741493762824e-05,3.295027090643998e-05,5.702691705664619e-05,0.00013235863487352618,0.00015586960944347084
900,4.1411977846905756e-05,3.6002717024530284e-05,6.510756720672362e-05,0.00011437013963586653,0.0001785329368431121
1000,4.59147552334116e-05,3.8678848795825616e-05,7.920036805444396e-05,0.00015584743596264167,0.00016132653399836272
1100,3.653404099424051e-05,3.143949834338855e-05,5.688390119757969e-05,8.989089714305011e-05,0.00017769698752090335
1200,3.66416617083587e-05,3.168943840137217e-05,5.922294767515267e-05,0.00010711511618865193,0.00013666068844031543
1300,3.98447573175531e-05,3.4058346500387415e-05,6.081323699618224e-05,0.00012517661991296342,0.00017611825023777783
1400,3.922605592521222e-05,3.2328081942978315e-05,6.391107308445498e-05,0.00013860369886970156,0.00015969082596711814
1500,3.4712976408002305e-05,2.8663253033300862e-05,5.840318699483759e-05,9.98189893289237e-05,0.0001695646351436153
1600,3.4186908507649605e-05,2.8462100999604445e-05,5.1282883941894386e-05,0.0001153571799659404,0.00014722348714713007
1700,3.848243932935702e-05,3.2334381103282794e-05,6.512112231575884e-05,0.00011675883746647744,0.00013429000682663172
1800,4.793647559608871e-05,4.145502498431597e-05,7.900949058239348e-05,0.00014966995193390194,0.00024262814258690923
1900,4.003751535464062e-05,3.3245431040995754e-05,6.710905581712723e-05,0.00013565261790063232,0.00015451638319063932
2000,3.8211525648534916e-05,3.231618757126853e-05,6.152153255243319e-05,0.00010264680458931257,0.00018023006850853562
2100,3.580226074006987e-05,3.128876596747432e-05,6.538668239954858e-05,0.00010404612170532358,0.0001609913306310773
2200,4.541867384943998e-05,3.9932088839123026e-05,7.731454315944575e-05,0.0001334799698088318,0.0001833362621255219
2300,3.870170171182963e-05,3.2478501452715136e-05,6.327814553515054e-05,0.00012495398324972485,0.00015944222104735672
2400,3.811539119880081e-05,3.327281774545554e-05,6.162105273688212e-05,0.00010009725228883331,0.000160872470587492
2500,4.2103921536806865e-05,3.57240169250872e-05,6.862719601485878e-05,0.00012323056442255624,0.00020422587112989277
2600,4.77792872644045e-05,4.098708268429618e-05,8.45913731609471e-05,0.00013750153018918362,0.00020359038899186999
2700,4.4447831704985674e-05,3.71406895283144e-05,7.455279774148947e-05,0.00012590770187671297,0.00017199023568537086
2800,4.042829564099293e-05,3.3605407224968076e-05,6.717960350215434e-05,0.00011815062796813436,0.0001696015679044649
2900,3.834479198161489e-05,3.374414700374473e-05,5.7137517069349995e-05,0.00012498762924224144,0.0001467634574510157
