step,mean,median,p90,p99,max
0,0.00024467532460903385,0.0001965933697647415,0.0004731297405669465,0.0010102310898946606,0.0011768601834774017
100,0.0005096016767538458,0.00036854650534223765,0.0009687411598861217,0.0013475376018323004,0.0023803692311048508
200,0.0004702868639014923,0.00037046780926175416,0.0008289964869618415,0.0016033097950275993,0.001653243089094758
300,0.0004921626563145765,0.0003805383457802236,0.0009406627388671041,0.0013544687570538373,0.0016444401117041707
400,0.00022839308655875357,0.00019052954303333536,0.0004129919223487377,0.0006696466926950968,0.0008688380476087332
500,0.0002559761600195998,0.00018978153093485162,0.00048629688099026673,0.0010737181955482813,0.0011244128691032529
600,0.00024188267639146943,0.0001743350876495242,0.0004565771552734077,0.0007554980175336825,0.001065537566319108
700,0.00022684450385668242,0.0001758987273206003,0.00038211643404792987,0.0008564435178413991,0.0011171508813276887
800,0.000221156756254004,0.00017423157260054722,0.00041471900185570116,0.0007013172819279141,0.0008388173300772905
900,0.00024203991915783263,0.0001844012367655523,0.0004612991062458604,0.0008627793908817695,0.0013451258419081569
1000,0.0002120283296562775,0.0001821991754695773,0.00035099220694974066,0.0005860218452289701,0.0007661054842174053
1100,0.00025492356019185536,0.0001926791956066154,0.0004476042930036782,0.0009701663791202012,0.0012309551239013672
1200,0.0002344299327319277,0.0001821363839553669,0.0004611863609170541,0.0007295790623174984,0.0008282685885205865
1300,0.0002341447905678251,0.00018855180678656325,0.0004617888858774676,0.0006716341507853943,0.000706883380189538
1400,0.0002330246259134583,0.00017650989320827648,0.00044895363971590984,0.0008009442774346098,0.000945598294492811
1500,0.00024227354805361756,0.00017703328194329515,0.0004389028967125341,0.0008253737451741472,0.0008332258439622819
1600,0.00025445474409480084,0.00019338593119755387,0.0004792723659193143,0.0008547190151875844,0.0009213780867867172
1700,0.00025234636979121206,0.0001737920320010744,0.0005173598241526633,0.0010430955514311793,0.0012697038473561406
1800,0.0002550431662484698,0.00020468389993766323,0.0004408563254401087,0.0007723121275193995,0.001099148066714406
1900,0.0002623947377173863,0.00018916252156486735,0.0004829825804335996,0.0011161975422874096,0.0012354487553238869
2000,0.0002230506954106204,0.00017076535732485354,0.0003672139049740508,0.0008586092776386073,0.0009676750632934272
2100,0.00026664213339699927,0.00017987054161494598,0.0005286310275550931,0.0012470044894143943,0.0016074404120445251
2200,0.00025015877764644756,0.00017992403445532545,0.0004530672216787934,0.0008929555444046861,0.0009617048199288547
2300,0.0002457014768424415,0.00018106451170751825,0.00044865932140965016,0.0009224885917501525,0.0012150229886174202
2400,0.0002227385516562208,0.0001823385973693803,0.0003980414621764794,0.0006097189686261119,0.0009569933754391968
2500,0.0002280485684877931,0.0001843245845520869,0.00042903247231151903,0.0006320002238499002,0.0006405154708772898
2600,0.0002420800947788848,0.0001921398361446336,0.000412993031204678,0.0007177624269388617,0.000848365540150553
2700,0.00020858250394439892,0.00017576185200596228,0.0003470817027846351,0.0005677914223633711,0.0006547541706822813
2800,0.00023329554289830412,0.000182767616934143,0.00044058121275156734,0.0007544528914149851,0.0007839108002372086
2900,0.00022485441786557203,0.00019181412790203467,0.00039346512639895084,0.0005104764987481758,0.0006875825929455459
3000,0.00025132983864750713,0.00019036794401472434,0.0004499831818975508,0.0010049544647336007,0.0010588422883301973
3100,0.0002493544046160423,0.00018979052401846275,0.00045970056962687524,0.0008032771927537398,0.0008622301393188536
3200,0.0002286789714958104,0.00018000339332502335,0.00042949523485731335,0.000709068456781097,0.000761515402700752
3300,0.00022463050925125572,0.00018167418602388352,0.00037829796492587774,0.0006970392621587964,0.0007343958714045584
3400,0.00024773324224725,0.00019219410751247779,0.00043807907495647665,0.0008458893228089442,0.0010030530393123627
3500,0.00027838024578841214,0.0002108028784277849,0.0004959016805514692,0.0011145982565358295,0.0013333562528714538
3600,0.00023745879275338666,0.00017540746193844825,0.0004634254815755411,0.000757145382813178,0.0007868288666941226
3700,0.0002555136393880275,0.00019983795209554955,0.000487913005053997,0.0008645785151747989,0.0009999318281188607
3800,0.00026048859632510357,0.00019344451720826328,0.0004815924388822168,0.0008251994597958404,0.0013464419171214104
3900,0.00025219453237923517,0.00018241178622702137,0.0004654456453863531,0.0008229327003937217,0.0010200353572145104
4000,0.0002713336997430815,0.0002028881644946523,0.0004870388336712494,0.0010106147819897166,0.0011545829474925995
4100,0.00023052529752476403,0.00018661758804228157,0.00035628489567898205,0.0007419938873499636,0.0009317166404798627
4200,0.00025109598675499,0.00018806298612616956,0.0004839052562601864,0.0009461605490650982,0.000980618642643094
4300,0.00028673436344206493,0.00021446582104545087,0.0005834734649397432,0.000816846622619778,0.0011271534021943808
4400,0.0002506934769712643,0.00019700824486790225,0.0004657006764318794,0.0007866024365648629,0.0010462593054398894
4500,0.0002581629282758513,0.000193124265933875,0.00048047136224340644,0.0007969802123261616,0.0009440088761039078
4600,0.0002513230652994025,0.00018899636779678985,0.0005034379486460238,0.0007120255852350968,0.0010530151193961501
4700,0.0002376874443257293,0.0001847176972660236,0.0004056667734403163,0.0006929699447937313,0.0009917166316881776
4800,0.0002569922738189234,0.0001912919688038528,0.0004956940945703535,0.0008713106706272816,0.0009132307022809982
4900,0.0002447965034093613,0.0002021908076130785,0.000381700653815642,0.0006734796694945545,0.000816884683445096
5000,0.0002621713584289864,0.00021003563597332686,0.00046896471758373076,0.0009261528827482846,0.0011618342250585556
5100,0.00021909601673542056,0.00018198876932729036,0.0003741519583854824,0.0006673305708682169,0.0007271933718584478
5200,0.0002484306943415504,0.00018951477977680042,0.0004632096388377248,0.0008028469060081989,0.0010780205484479666
